Round,Winner
0,RLbot
1,Standardbot
2,RLbot
3,RLbot
4,RLbot
5,Standardbot
6,RLbot
7,Standardbot
8,RLbot
9,RLbot
10,Standardbot
11,RLbot
12,RLbot
13,Standardbot
14,RLbot
15,RLbot
16,Standardbot
17,RLbot
18,RLbot
19,Standardbot
20,Standardbot
21,RLbot
22,Standardbot
23,RLbot
24,Standardbot
25,RLbot
26,RLbot
27,RLbot
28,RLbot
29,RLbot
30,Standardbot
31,RLbot
32,RLbot
33,RLbot
34,Standardbot
35,Standardbot
36,RLbot
37,RLbot
38,Standardbot
39,RLbot
40,Standardbot
41,RLbot
42,RLbot
43,RLbot
44,RLbot
45,Standardbot
46,Standardbot
47,RLbot
48,RLbot
49,RLbot
50,Standardbot
51,RLbot
52,Standardbot
53,RLbot
54,Standardbot
55,RLbot
56,Standardbot
57,Standardbot
58,RLbot
59,RLbot
60,RLbot
61,RLbot
62,Standardbot
63,RLbot
64,RLbot
65,RLbot
66,RLbot
67,RLbot
68,RLbot
69,RLbot
70,RLbot
71,RLbot
72,RLbot
73,RLbot
74,RLbot
75,RLbot
76,RLbot
77,RLbot
78,RLbot
79,Standardbot
80,RLbot
81,RLbot
82,RLbot
83,RLbot
84,RLbot
85,Standardbot
86,RLbot
87,RLbot
88,RLbot
89,Standardbot
90,RLbot
91,RLbot
92,RLbot
93,RLbot
94,RLbot
95,RLbot
96,Standardbot
97,Standardbot
98,RLbot
99,Standardbot
100,RLbot
101,RLbot
102,RLbot
103,RLbot
104,RLbot
105,RLbot
106,Standardbot
107,RLbot
108,Standardbot
109,Standardbot
110,RLbot
111,RLbot
112,Standardbot
113,RLbot
114,Standardbot
115,RLbot
116,RLbot
117,RLbot
118,RLbot
119,RLbot
120,RLbot
121,RLbot
122,RLbot
123,RLbot
124,RLbot
125,Standardbot
126,RLbot
127,Standardbot
128,RLbot
129,Standardbot
130,RLbot
131,RLbot
132,Standardbot
133,RLbot
134,Standardbot
135,RLbot
136,RLbot
137,RLbot
138,RLbot
139,RLbot
