Round,Winner
140,Standardbot
141,Standardbot
142,RLbot
143,RLbot
144,RLbot
145,Standardbot
146,RLbot
147,RLbot
148,Standardbot
149,RLbot
150,Standardbot
151,RLbot
152,RLbot
153,Standardbot
154,RLbot
155,RLbot
156,RLbot
157,RLbot
158,Standardbot
159,RLbot
160,RLbot
161,RLbot
162,RLbot
163,RLbot
164,RLbot
165,RLbot
166,RLbot
167,RLbot
168,RLbot
169,Standardbot
170,Standardbot
171,RLbot
172,RLbot
173,RLbot
174,RLbot
175,RLbot
176,RLbot
177,RLbot
178,RLbot
179,RLbot
180,RLbot
181,RLbot
182,RLbot
183,Standardbot
184,RLbot
185,Standardbot
186,Standardbot
187,RLbot
188,Standardbot
189,RLbot
190,RLbot
191,RLbot
192,RLbot
193,Standardbot
194,Standardbot
195,Standardbot
196,RLbot
197,Standardbot
198,RLbot
199,RLbot
200,Standardbot
201,RLbot
202,Standardbot
203,RLbot
204,RLbot
205,RLbot
206,Standardbot
207,RLbot
208,Standardbot
209,Standardbot
210,RLbot
211,RLbot
212,RLbot
213,RLbot
214,RLbot
215,Standardbot
216,RLbot
217,RLbot
218,RLbot
219,RLbot
220,Standardbot
221,RLbot
222,Standardbot
223,RLbot
224,RLbot
225,Standardbot
226,RLbot
227,RLbot
228,Standardbot
229,RLbot
230,RLbot
231,RLbot
232,Standardbot
233,Standardbot
234,RLbot
235,RLbot
236,RLbot
237,RLbot
238,RLbot
239,RLbot
240,RLbot
241,RLbot
242,RLbot
243,RLbot
244,Standardbot
245,Standardbot
246,RLbot
247,RLbot
248,RLbot
249,RLbot
250,RLbot
251,RLbot
252,RLbot
253,RLbot
254,Standardbot
255,RLbot
256,RLbot
257,Standardbot
258,Standardbot
259,RLbot
260,Standardbot
261,Standardbot
262,RLbot
263,RLbot
264,Standardbot
265,Standardbot
266,RLbot
267,RLbot
268,RLbot
269,RLbot
270,RLbot
271,RLbot
272,Standardbot
273,RLbot
274,Standardbot
275,RLbot
276,RLbot
277,Standardbot
278,Standardbot
279,RLbot
280,RLbot
281,Standardbot
282,RLbot
283,RLbot
284,Standardbot
285,Standardbot
286,RLbot
287,Standardbot
288,RLbot
289,Standardbot
290,RLbot
291,RLbot
292,RLbot
293,RLbot
294,Standardbot
295,RLbot
296,Standardbot
297,Standardbot
298,Standardbot
299,Standardbot
300,RLbot
301,Standardbot
302,Standardbot
303,Standardbot
304,Standardbot
305,RLbot
306,Standardbot
307,RLbot
308,Standardbot
309,Standardbot
310,Standardbot
311,RLbot
312,RLbot
313,RLbot
314,Standardbot
315,Standardbot
316,RLbot
317,RLbot
318,RLbot
319,RLbot
320,RLbot
321,RLbot
322,Standardbot
323,RLbot
324,RLbot
325,Standardbot
326,Standardbot
327,Standardbot
328,Standardbot
329,RLbot
330,Standardbot
331,Standardbot
332,RLbot
333,Standardbot
334,RLbot
335,Standardbot
336,Standardbot
337,RLbot
338,RLbot
339,Standardbot
340,Standardbot
341,RLbot
342,Standardbot
343,RLbot
344,RLbot
345,RLbot
346,RLbot
347,RLbot
348,RLbot
349,Standardbot
350,Standardbot
351,RLbot
352,RLbot
353,RLbot
354,RLbot
355,RLbot
356,Standardbot
357,RLbot
358,RLbot
359,Standardbot
360,Standardbot
361,Standardbot
362,Standardbot
363,RLbot
364,Standardbot
365,RLbot
366,Standardbot
367,RLbot
368,RLbot
369,Standardbot
370,Standardbot
371,RLbot
372,Standardbot
373,RLbot
374,RLbot
375,Standardbot
376,Standardbot
377,RLbot
378,RLbot
379,Standardbot
380,RLbot
381,Standardbot
382,Standardbot
383,Standardbot
384,Standardbot
385,RLbot
386,Standardbot
387,Standardbot
388,Standardbot
389,Standardbot
390,RLbot
391,Standardbot
392,Standardbot
393,RLbot
394,Standardbot
395,Standardbot
396,RLbot
397,Standardbot
398,Standardbot
399,Standardbot
400,Standardbot
401,Standardbot
402,RLbot
403,Standardbot
404,Standardbot
405,Standardbot
406,Standardbot
407,Standardbot
408,RLbot
409,Standardbot
410,Standardbot
411,Standardbot
412,RLbot
413,RLbot
414,Standardbot
415,RLbot
416,Standardbot
417,Standardbot
418,Standardbot
419,RLbot
420,RLbot
421,RLbot
422,Standardbot
423,Standardbot
424,Standardbot
425,Standardbot
426,Standardbot
427,Standardbot
428,RLbot
429,RLbot
430,Standardbot
431,Standardbot
432,Standardbot
433,RLbot
434,Standardbot
435,Standardbot
436,Standardbot
437,Standardbot
438,Standardbot
439,RLbot
440,Standardbot
441,Standardbot
442,Standardbot
443,Standardbot
444,Standardbot
445,Standardbot
446,Standardbot
447,Standardbot
448,Standardbot
449,Standardbot
450,RLbot
451,Standardbot
452,RLbot
453,Standardbot
454,Standardbot
455,RLbot
456,Standardbot
457,Standardbot
458,Standardbot
459,Standardbot
460,Standardbot
461,RLbot
462,Standardbot
463,Standardbot
464,Standardbot
465,Standardbot
466,Standardbot
467,Standardbot
468,Standardbot
469,Standardbot
470,Standardbot
471,Standardbot
472,Standardbot
473,Standardbot
474,Standardbot
475,Standardbot
476,RLbot
477,Standardbot
478,Standardbot
479,Standardbot
480,Standardbot
481,Standardbot
482,RLbot
483,Standardbot
484,Standardbot
485,Standardbot
486,RLbot
487,Standardbot
488,Standardbot
489,Standardbot
490,Standardbot
491,Standardbot
492,Standardbot
493,Standardbot
494,Standardbot
495,Standardbot
496,Standardbot
497,RLbot
498,Standardbot
499,Standardbot
