Round,Winner
0,RLbot
1,RLbot
2,RLbot
3,RLbot
4,RLbot
5,RLbot
6,RLbot
7,RLbot
8,RLbot
9,RLbot
10,RLbot
11,Standardbot
12,RLbot
13,RLbot
14,RLbot
15,RLbot
16,RLbot
17,RLbot
18,RLbot
19,RLbot
20,RLbot
21,RLbot
22,RLbot
23,RLbot
24,RLbot
25,RLbot
26,RLbot
27,RLbot
28,RLbot
29,RLbot
30,RLbot
31,RLbot
32,RLbot
33,RLbot
34,RLbot
35,RLbot
36,RLbot
37,RLbot
38,RLbot
39,RLbot
40,RLbot
41,RLbot
42,RLbot
43,RLbot
44,RLbot
45,RLbot
46,RLbot
47,RLbot
48,RLbot
49,RLbot
50,RLbot
51,RLbot
52,RLbot
53,RLbot
54,RLbot
55,RLbot
56,RLbot
57,RLbot
58,RLbot
59,RLbot
60,RLbot
61,RLbot
62,RLbot
63,RLbot
64,RLbot
65,RLbot
66,RLbot
67,RLbot
68,RLbot
69,RLbot
70,RLbot
71,RLbot
72,RLbot
73,RLbot
74,RLbot
75,RLbot
76,RLbot
77,RLbot
78,RLbot
79,RLbot
80,RLbot
81,RLbot
82,RLbot
83,RLbot
84,RLbot
85,RLbot
86,RLbot
87,RLbot
88,RLbot
89,RLbot
90,RLbot
91,RLbot
92,RLbot
93,RLbot
94,RLbot
95,RLbot
96,RLbot
97,RLbot
98,RLbot
99,RLbot
100,RLbot
101,RLbot
102,RLbot
103,RLbot
104,RLbot
105,RLbot
106,Standardbot
107,RLbot
108,RLbot
109,RLbot
110,RLbot
111,RLbot
112,RLbot
113,RLbot
114,RLbot
115,RLbot
116,RLbot
117,RLbot
118,RLbot
119,RLbot
120,RLbot
121,RLbot
122,RLbot
123,RLbot
124,RLbot
125,RLbot
126,RLbot
127,RLbot
128,RLbot
129,RLbot
130,RLbot
131,RLbot
132,RLbot
133,RLbot
134,Standardbot
135,RLbot
136,RLbot
137,RLbot
138,RLbot
139,RLbot
140,RLbot
141,RLbot
142,RLbot
143,RLbot
144,RLbot
145,RLbot
146,RLbot
147,RLbot
148,RLbot
149,RLbot
150,RLbot
151,RLbot
152,RLbot
153,RLbot
154,RLbot
155,RLbot
156,RLbot
157,RLbot
158,RLbot
159,Standardbot
160,RLbot
161,RLbot
162,Standardbot
163,RLbot
164,RLbot
165,RLbot
166,RLbot
167,RLbot
168,RLbot
169,RLbot
170,RLbot
171,RLbot
172,RLbot
173,RLbot
174,Standardbot
175,RLbot
176,RLbot
177,RLbot
178,RLbot
179,Standardbot
180,RLbot
181,RLbot
182,RLbot
183,Standardbot
184,Standardbot
185,RLbot
186,RLbot
187,RLbot
188,RLbot
189,Standardbot
190,Standardbot
191,Standardbot
192,Standardbot
193,Standardbot
194,Standardbot
195,RLbot
196,Standardbot
197,Standardbot
198,RLbot
199,RLbot
200,Standardbot
201,RLbot
202,RLbot
203,Standardbot
204,Standardbot
205,Standardbot
206,Standardbot
207,Standardbot
208,Standardbot
209,RLbot
210,Standardbot
211,RLbot
212,Standardbot
213,Standardbot
214,Standardbot
215,Standardbot
216,RLbot
217,RLbot
218,Standardbot
219,Standardbot
220,RLbot
221,RLbot
222,Standardbot
223,Standardbot
224,RLbot
225,RLbot
226,RLbot
227,RLbot
228,RLbot
229,RLbot
230,RLbot
231,Standardbot
232,Standardbot
233,Standardbot
234,Standardbot
235,Standardbot
236,RLbot
237,RLbot
238,RLbot
239,Standardbot
240,Standardbot
241,Standardbot
242,Standardbot
243,Standardbot
244,Standardbot
245,Standardbot
246,Standardbot
247,RLbot
248,RLbot
249,Standardbot
250,Standardbot
251,Standardbot
252,Standardbot
253,RLbot
254,Standardbot
255,Standardbot
256,Standardbot
257,Standardbot
258,RLbot
259,Standardbot
260,Standardbot
261,Standardbot
262,RLbot
263,RLbot
264,Standardbot
265,Standardbot
266,RLbot
267,RLbot
268,RLbot
269,RLbot
270,RLbot
271,RLbot
272,Standardbot
273,RLbot
274,Standardbot
275,Standardbot
276,Standardbot
277,Standardbot
278,Standardbot
279,Standardbot
280,Standardbot
281,Standardbot
282,RLbot
283,Standardbot
284,Standardbot
285,RLbot
286,RLbot
287,Standardbot
288,Standardbot
289,Standardbot
290,RLbot
291,RLbot
292,Standardbot
293,Standardbot
294,RLbot
295,Standardbot
296,Standardbot
297,Standardbot
298,RLbot
299,Standardbot
300,Standardbot
301,Standardbot
302,Standardbot
303,Standardbot
304,RLbot
305,Standardbot
306,Standardbot
307,Standardbot
308,Standardbot
309,RLbot
310,RLbot
311,RLbot
312,RLbot
313,Standardbot
314,RLbot
315,RLbot
316,RLbot
317,RLbot
318,Standardbot
319,Standardbot
320,RLbot
321,RLbot
322,Standardbot
323,RLbot
324,Standardbot
325,Standardbot
326,Standardbot
327,Standardbot
328,RLbot
329,Standardbot
330,Standardbot
331,Standardbot
332,Standardbot
333,Standardbot
334,Standardbot
335,Standardbot
336,Standardbot
337,RLbot
338,Standardbot
339,Standardbot
340,Standardbot
341,RLbot
342,RLbot
343,RLbot
344,Standardbot
345,Standardbot
346,Standardbot
347,Standardbot
348,Standardbot
349,RLbot
350,RLbot
351,RLbot
352,RLbot
353,RLbot
354,Standardbot
355,Standardbot
356,Standardbot
357,Standardbot
358,RLbot
359,Standardbot
360,Standardbot
361,RLbot
362,Standardbot
363,Standardbot
364,RLbot
365,Standardbot
366,Standardbot
367,Standardbot
368,Standardbot
369,Standardbot
370,RLbot
371,Standardbot
372,Standardbot
373,Standardbot
374,RLbot
375,Standardbot
376,RLbot
377,Standardbot
378,RLbot
379,Standardbot
380,RLbot
381,RLbot
382,Standardbot
383,Standardbot
384,RLbot
385,RLbot
386,RLbot
387,RLbot
388,RLbot
389,RLbot
390,RLbot
391,RLbot
392,RLbot
393,Standardbot
394,Standardbot
395,RLbot
396,Standardbot
397,Standardbot
398,Standardbot
399,Standardbot
400,Standardbot
401,RLbot
