Round,Winner
0,RLbot
1,Standardbot
2,RLbot
3,RLbot
4,RLbot
5,Standardbot
6,RLbot
7,Standardbot
8,RLbot
9,RLbot
10,Standardbot
11,RLbot
12,RLbot
13,Standardbot
14,RLbot
15,Standardbot
16,Standardbot
17,RLbot
18,Standardbot
19,RLbot
20,RLbot
21,Standardbot
22,Standardbot
23,RLbot
24,Standardbot
25,Standardbot
26,Standardbot
27,RLbot
28,Standardbot
29,RLbot
30,RLbot
31,RLbot
32,RLbot
33,RLbot
34,Standardbot
35,Standardbot
36,RLbot
37,Standardbot
38,Standardbot
39,RLbot
40,Standardbot
41,RLbot
42,Standardbot
43,Standardbot
44,RLbot
45,Standardbot
46,RLbot
47,Standardbot
48,Standardbot
49,Standardbot
50,Standardbot
51,RLbot
52,RLbot
53,Standardbot
54,Standardbot
55,Standardbot
56,Standardbot
57,RLbot
58,RLbot
59,Standardbot
60,Standardbot
61,RLbot
62,RLbot
63,Standardbot
64,Standardbot
65,Standardbot
66,RLbot
67,Standardbot
68,Standardbot
69,Standardbot
70,RLbot
71,Standardbot
72,RLbot
73,Standardbot
74,Standardbot
75,Standardbot
76,RLbot
77,Standardbot
78,Standardbot
79,RLbot
80,Standardbot
81,RLbot
82,RLbot
83,Standardbot
84,Standardbot
85,RLbot
86,Standardbot
87,RLbot
88,RLbot
89,Standardbot
90,Standardbot
91,Standardbot
92,Standardbot
93,RLbot
94,Standardbot
95,RLbot
96,RLbot
97,Standardbot
98,Standardbot
99,RLbot
100,Standardbot
101,Standardbot
102,Standardbot
103,RLbot
104,Standardbot
105,RLbot
106,Standardbot
107,RLbot
108,Standardbot
109,Standardbot
110,Standardbot
111,Standardbot
112,RLbot
113,Standardbot
114,RLbot
115,Standardbot
116,Standardbot
117,RLbot
118,Standardbot
119,RLbot
120,RLbot
121,Standardbot
122,RLbot
123,Standardbot
124,RLbot
125,Standardbot
126,RLbot
127,Standardbot
128,Standardbot
129,Standardbot
130,RLbot
131,Standardbot
132,Standardbot
133,Standardbot
134,Standardbot
