Round,Winner
136,Standardbot
137,RLbot
138,Standardbot
139,RLbot
140,RLbot
141,RLbot
142,Standardbot
143,Standardbot
144,Standardbot
145,Standardbot
146,RLbot
147,Standardbot
148,Standardbot
149,Standardbot
150,Standardbot
151,RLbot
152,Standardbot
153,RLbot
154,RLbot
155,RLbot
156,Standardbot
157,RLbot
158,RLbot
159,Standardbot
160,Standardbot
161,Standardbot
162,Standardbot
163,RLbot
164,Standardbot
165,Standardbot
166,RLbot
167,Standardbot
168,Standardbot
169,Standardbot
170,Standardbot
171,Standardbot
172,Standardbot
173,RLbot
174,RLbot
175,Standardbot
176,Standardbot
177,Standardbot
178,Standardbot
179,Standardbot
180,Standardbot
181,RLbot
182,Standardbot
183,Standardbot
184,Standardbot
185,RLbot
186,Standardbot
187,RLbot
188,RLbot
189,RLbot
190,Standardbot
191,RLbot
192,RLbot
193,RLbot
194,RLbot
195,Standardbot
196,Standardbot
197,RLbot
198,RLbot
199,RLbot
200,Standardbot
201,Standardbot
202,Standardbot
203,RLbot
204,RLbot
205,Standardbot
206,RLbot
207,RLbot
208,RLbot
209,Standardbot
210,RLbot
211,Standardbot
212,Standardbot
213,RLbot
214,Standardbot
215,Standardbot
216,Standardbot
217,RLbot
218,Standardbot
219,Standardbot
220,Standardbot
221,Standardbot
222,Standardbot
223,RLbot
224,Standardbot
225,RLbot
226,RLbot
227,Standardbot
228,Standardbot
229,RLbot
230,RLbot
231,Standardbot
232,Standardbot
233,RLbot
234,RLbot
235,Standardbot
236,Standardbot
237,RLbot
238,RLbot
239,RLbot
240,RLbot
241,Standardbot
242,RLbot
243,Standardbot
244,RLbot
245,RLbot
246,Standardbot
247,RLbot
248,Standardbot
249,Standardbot
250,Standardbot
251,Standardbot
252,RLbot
253,Standardbot
254,Standardbot
255,Standardbot
256,RLbot
257,Standardbot
258,Standardbot
259,Standardbot
260,Standardbot
261,RLbot
262,RLbot
263,Standardbot
264,Standardbot
265,RLbot
266,Standardbot
267,RLbot
268,Standardbot
269,RLbot
270,Standardbot
271,Standardbot
272,Standardbot
273,Standardbot
274,Standardbot
275,Standardbot
276,Standardbot
277,RLbot
278,RLbot
279,Standardbot
280,RLbot
281,RLbot
282,RLbot
283,RLbot
284,Standardbot
285,Standardbot
286,RLbot
287,RLbot
288,Standardbot
289,Standardbot
290,Standardbot
291,Standardbot
292,RLbot
293,RLbot
294,Standardbot
295,Standardbot
296,Standardbot
297,RLbot
298,Standardbot
299,Standardbot
300,RLbot
301,RLbot
302,RLbot
303,Standardbot
304,Standardbot
305,Standardbot
306,Standardbot
307,Standardbot
308,Standardbot
309,Standardbot
310,Standardbot
311,Standardbot
312,Standardbot
313,RLbot
314,Standardbot
315,RLbot
316,Standardbot
317,Standardbot
318,Standardbot
319,Standardbot
320,Standardbot
321,Standardbot
322,Standardbot
323,Standardbot
324,Standardbot
325,Standardbot
326,RLbot
327,Standardbot
328,Standardbot
329,Standardbot
330,Standardbot
331,Standardbot
332,RLbot
333,Standardbot
334,Standardbot
335,Standardbot
336,RLbot
337,RLbot
338,Standardbot
339,Standardbot
340,Standardbot
341,Standardbot
342,Standardbot
343,RLbot
344,RLbot
345,Standardbot
346,RLbot
347,Standardbot
348,RLbot
349,Standardbot
350,RLbot
351,Standardbot
352,Standardbot
353,Standardbot
354,Standardbot
355,Standardbot
356,Standardbot
357,Standardbot
358,Standardbot
359,Standardbot
360,RLbot
361,Standardbot
362,Standardbot
363,Standardbot
364,Standardbot
365,RLbot
366,Standardbot
367,Standardbot
368,Standardbot
369,Standardbot
370,Standardbot
371,Standardbot
372,Standardbot
373,Standardbot
374,Standardbot
375,Standardbot
376,Standardbot
377,Standardbot
378,Standardbot
379,Standardbot
380,Standardbot
381,Standardbot
382,Standardbot
383,Standardbot
384,Standardbot
385,RLbot
386,Standardbot
387,Standardbot
388,Standardbot
389,Standardbot
390,RLbot
391,Standardbot
392,Standardbot
393,RLbot
394,Standardbot
395,Standardbot
396,Standardbot
397,Standardbot
398,Standardbot
399,Standardbot
400,Standardbot
401,Standardbot
402,Standardbot
403,Standardbot
404,Standardbot
405,Standardbot
406,Standardbot
407,Standardbot
408,Standardbot
409,Standardbot
410,Standardbot
411,Standardbot
412,Standardbot
413,Standardbot
414,Standardbot
415,Standardbot
416,Standardbot
417,Standardbot
418,Standardbot
419,Standardbot
420,Standardbot
421,RLbot
422,RLbot
423,Standardbot
424,Standardbot
425,Standardbot
426,Standardbot
427,Standardbot
428,Standardbot
429,Standardbot
430,Standardbot
431,Standardbot
432,RLbot
433,Standardbot
434,RLbot
435,RLbot
436,Standardbot
437,Standardbot
438,Standardbot
439,RLbot
440,Standardbot
441,Standardbot
442,Standardbot
443,Standardbot
444,RLbot
445,Standardbot
446,RLbot
447,Standardbot
448,Standardbot
449,Standardbot
450,Standardbot
451,RLbot
452,Standardbot
453,RLbot
454,RLbot
455,Standardbot
456,RLbot
457,Standardbot
458,Standardbot
459,RLbot
460,Standardbot
461,Standardbot
462,Standardbot
463,Standardbot
464,RLbot
465,Standardbot
466,RLbot
467,RLbot
468,RLbot
469,Standardbot
470,Standardbot
471,Standardbot
472,RLbot
473,Standardbot
474,Standardbot
475,Standardbot
476,Standardbot
477,Standardbot
478,Standardbot
479,Standardbot
480,Standardbot
481,Standardbot
482,Standardbot
483,RLbot
484,Standardbot
485,Standardbot
486,Standardbot
487,RLbot
488,Standardbot
489,Standardbot
490,Standardbot
491,RLbot
492,Standardbot
493,RLbot
494,Standardbot
495,RLbot
496,Standardbot
497,RLbot
498,Standardbot
499,RLbot
