Round,Winner
0,RLbot
1,Standardbot
2,RLbot
3,RLbot
4,RLbot
5,RLbot
6,Standardbot
7,Standardbot
8,Standardbot
9,RLbot
10,Standardbot
11,RLbot
12,Standardbot
13,Standardbot
14,Standardbot
15,Standardbot
16,RLbot
17,Standardbot
18,Standardbot
19,RLbot
20,Standardbot
21,RLbot
22,Standardbot
23,Standardbot
24,Standardbot
25,Standardbot
26,Standardbot
27,Standardbot
28,Standardbot
29,RLbot
30,RLbot
31,RLbot
32,Standardbot
33,RLbot
34,Standardbot
35,Standardbot
36,RLbot
37,RLbot
38,Standardbot
39,Standardbot
40,Standardbot
41,Standardbot
42,RLbot
43,RLbot
44,Standardbot
45,RLbot
46,RLbot
47,Standardbot
48,RLbot
49,Standardbot
50,RLbot
51,RLbot
52,Standardbot
53,RLbot
54,RLbot
55,Standardbot
56,RLbot
57,RLbot
58,Standardbot
59,RLbot
60,RLbot
61,RLbot
62,RLbot
63,Standardbot
64,Standardbot
65,RLbot
66,Standardbot
67,RLbot
68,RLbot
69,RLbot
70,Standardbot
71,RLbot
72,Standardbot
73,RLbot
74,Standardbot
75,RLbot
76,RLbot
77,Standardbot
78,Standardbot
79,RLbot
80,RLbot
81,Standardbot
82,RLbot
83,Standardbot
84,RLbot
85,Standardbot
86,RLbot
87,Standardbot
88,RLbot
89,Standardbot
90,Standardbot
91,RLbot
92,Standardbot
93,RLbot
94,RLbot
95,Standardbot
96,Standardbot
97,RLbot
98,Standardbot
99,RLbot
100,RLbot
101,RLbot
102,Standardbot
103,RLbot
104,Standardbot
105,Standardbot
106,Standardbot
107,Standardbot
108,Standardbot
109,RLbot
110,Standardbot
111,RLbot
112,Standardbot
113,RLbot
114,Standardbot
115,RLbot
116,RLbot
117,Standardbot
118,RLbot
119,RLbot
120,Standardbot
121,RLbot
122,Standardbot
123,RLbot
124,Standardbot
125,RLbot
126,Standardbot
127,RLbot
128,Standardbot
129,Standardbot
130,Standardbot
131,Standardbot
132,Standardbot
133,RLbot
134,RLbot
135,Standardbot
