Round,Winner
414,Standardbot
415,Standardbot
416,Standardbot
417,Standardbot
418,Standardbot
419,Standardbot
420,Standardbot
421,RLbot
422,Standardbot
423,Standardbot
424,Standardbot
425,RLbot
426,Standardbot
427,Standardbot
428,Standardbot
429,Standardbot
430,Standardbot
431,Standardbot
432,Standardbot
433,RLbot
434,Standardbot
435,Standardbot
436,Standardbot
437,Standardbot
438,Standardbot
439,Standardbot
440,Standardbot
441,Standardbot
442,Standardbot
443,Standardbot
444,RLbot
445,Standardbot
446,Standardbot
447,Standardbot
448,Standardbot
449,Standardbot
450,Standardbot
451,draw
452,Standardbot
453,RLbot
454,RLbot
455,Standardbot
456,Standardbot
457,Standardbot
458,Standardbot
459,RLbot
460,Standardbot
461,RLbot
462,Standardbot
463,Standardbot
464,Standardbot
465,Standardbot
466,Standardbot
467,Standardbot
468,Standardbot
469,Standardbot
470,RLbot
471,RLbot
472,Standardbot
473,RLbot
474,Standardbot
475,Standardbot
476,RLbot
477,RLbot
478,Standardbot
479,Standardbot
480,Standardbot
481,Standardbot
482,RLbot
483,Standardbot
484,Standardbot
485,RLbot
486,Standardbot
487,Standardbot
488,Standardbot
489,Standardbot
490,Standardbot
491,Standardbot
492,Standardbot
493,RLbot
494,Standardbot
495,RLbot
496,Standardbot
497,Standardbot
498,Standardbot
499,Standardbot
