Round,Winner
0,Standardbot
1,Standardbot
2,Standardbot
3,Standardbot
4,RLbot
5,Standardbot
6,Standardbot
7,Standardbot
8,Standardbot
9,RLbot
10,Standardbot
11,Standardbot
12,Standardbot
13,Standardbot
14,RLbot
15,Standardbot
16,Standardbot
17,Standardbot
18,RLbot
19,RLbot
20,Standardbot
21,Standardbot
22,Standardbot
23,RLbot
24,RLbot
25,Standardbot
26,RLbot
27,Standardbot
28,RLbot
29,Standardbot
30,RLbot
31,RLbot
32,Standardbot
33,RLbot
34,Standardbot
35,Standardbot
36,RLbot
37,Standardbot
38,RLbot
39,RLbot
40,Standardbot
41,Standardbot
42,Standardbot
43,RLbot
44,Standardbot
45,Standardbot
46,RLbot
47,Standardbot
48,Standardbot
49,Standardbot
50,Standardbot
51,RLbot
52,Standardbot
53,Standardbot
54,Standardbot
55,Standardbot
56,RLbot
57,RLbot
58,RLbot
59,RLbot
60,RLbot
61,Standardbot
62,RLbot
63,RLbot
64,Standardbot
65,Standardbot
66,RLbot
67,RLbot
68,RLbot
69,RLbot
70,Standardbot
71,Standardbot
72,Standardbot
73,RLbot
74,RLbot
75,RLbot
76,Standardbot
77,RLbot
78,RLbot
79,RLbot
80,RLbot
81,Standardbot
82,Standardbot
83,RLbot
84,RLbot
85,Standardbot
86,RLbot
87,Standardbot
88,Standardbot
89,Standardbot
90,RLbot
91,Standardbot
92,RLbot
93,RLbot
94,RLbot
95,Standardbot
96,RLbot
97,Standardbot
98,RLbot
99,Standardbot
100,Standardbot
101,RLbot
102,RLbot
103,Standardbot
104,Standardbot
105,Standardbot
106,RLbot
107,RLbot
108,RLbot
109,Standardbot
110,Standardbot
111,Standardbot
112,Standardbot
113,Standardbot
114,Standardbot
115,Standardbot
116,Standardbot
117,Standardbot
118,Standardbot
119,RLbot
120,Standardbot
121,Standardbot
122,Standardbot
123,Standardbot
124,RLbot
125,RLbot
126,RLbot
127,Standardbot
128,Standardbot
129,Standardbot
130,RLbot
131,Standardbot
132,RLbot
133,Standardbot
134,Standardbot
135,Standardbot
136,Standardbot
137,RLbot
138,RLbot
139,Standardbot
140,Standardbot
141,Standardbot
142,Standardbot
143,Standardbot
144,Standardbot
145,RLbot
146,Standardbot
147,RLbot
148,Standardbot
149,Standardbot
150,Standardbot
151,Standardbot
152,RLbot
153,Standardbot
154,Standardbot
155,RLbot
156,RLbot
157,RLbot
158,Standardbot
159,Standardbot
160,RLbot
161,Standardbot
162,RLbot
163,Standardbot
164,Standardbot
165,RLbot
166,RLbot
167,RLbot
168,RLbot
169,RLbot
170,Standardbot
171,RLbot
172,Standardbot
173,Standardbot
174,RLbot
175,RLbot
176,Standardbot
177,RLbot
178,RLbot
179,Standardbot
180,Standardbot
181,Standardbot
182,RLbot
183,RLbot
184,Standardbot
185,Standardbot
186,RLbot
187,RLbot
188,Standardbot
189,RLbot
190,Standardbot
191,Standardbot
192,Standardbot
193,RLbot
194,RLbot
195,RLbot
196,RLbot
197,RLbot
198,RLbot
199,RLbot
200,Standardbot
201,RLbot
202,RLbot
203,Standardbot
204,Standardbot
205,Standardbot
206,Standardbot
207,RLbot
208,Standardbot
209,RLbot
210,Standardbot
211,RLbot
212,Standardbot
213,Standardbot
214,Standardbot
215,Standardbot
216,Standardbot
217,Standardbot
218,RLbot
219,RLbot
220,RLbot
221,Standardbot
222,Standardbot
223,RLbot
224,RLbot
225,RLbot
226,Standardbot
227,RLbot
