Round,Winner
0,Standardbot
1,Standardbot
2,RLbot
3,RLbot
4,RLbot
5,Standardbot
6,RLbot
7,RLbot
8,RLbot
9,Standardbot
10,Standardbot
11,Standardbot
12,Standardbot
13,RLbot
14,RLbot
15,RLbot
16,Standardbot
17,RLbot
18,RLbot
19,Standardbot
20,Standardbot
21,Standardbot
22,RLbot
23,Standardbot
24,Standardbot
25,RLbot
26,RLbot
27,RLbot
28,Standardbot
29,Standardbot
30,Standardbot
31,Standardbot
32,RLbot
33,Standardbot
34,RLbot
35,Standardbot
36,Standardbot
37,Standardbot
38,Standardbot
39,Standardbot
40,RLbot
41,RLbot
42,Standardbot
43,Standardbot
44,RLbot
45,RLbot
46,RLbot
47,RLbot
48,RLbot
49,Standardbot
50,Standardbot
51,RLbot
52,Standardbot
53,Standardbot
54,Standardbot
55,RLbot
56,Standardbot
57,RLbot
58,RLbot
59,RLbot
60,Standardbot
61,Standardbot
62,Standardbot
63,Standardbot
64,Standardbot
65,RLbot
66,Standardbot
67,RLbot
68,RLbot
69,RLbot
70,RLbot
71,Standardbot
72,Standardbot
73,Standardbot
74,Standardbot
75,Standardbot
76,Standardbot
77,RLbot
78,Standardbot
79,Standardbot
80,RLbot
81,RLbot
82,RLbot
83,RLbot
84,Standardbot
85,Standardbot
86,RLbot
87,RLbot
88,RLbot
89,Standardbot
90,Standardbot
91,RLbot
92,RLbot
93,Standardbot
94,RLbot
95,RLbot
96,RLbot
97,Standardbot
98,RLbot
99,RLbot
100,Standardbot
101,Standardbot
102,Standardbot
103,Standardbot
104,Standardbot
105,Standardbot
106,RLbot
107,RLbot
108,Standardbot
109,RLbot
110,RLbot
111,Standardbot
112,RLbot
113,RLbot
114,Standardbot
115,Standardbot
116,Standardbot
117,RLbot
118,Standardbot
119,Standardbot
120,Standardbot
121,RLbot
122,RLbot
123,Standardbot
124,Standardbot
125,Standardbot
126,Standardbot
127,Standardbot
128,Standardbot
129,Standardbot
130,RLbot
131,Standardbot
132,Standardbot
133,RLbot
134,RLbot
135,RLbot
136,Standardbot
137,RLbot
138,Standardbot
139,RLbot
140,Standardbot
141,Standardbot
142,Standardbot
143,Standardbot
144,RLbot
145,Standardbot
146,Standardbot
147,Standardbot
148,Standardbot
149,Standardbot
150,RLbot
151,Standardbot
152,Standardbot
153,Standardbot
154,Standardbot
155,RLbot
156,Standardbot
157,RLbot
158,Standardbot
159,RLbot
160,Standardbot
161,Standardbot
162,Standardbot
163,Standardbot
164,RLbot
165,Standardbot
166,Standardbot
167,RLbot
168,Standardbot
169,RLbot
170,RLbot
171,Standardbot
172,Standardbot
173,RLbot
174,Standardbot
175,RLbot
176,Standardbot
177,Standardbot
178,Standardbot
179,RLbot
180,Standardbot
181,Standardbot
182,Standardbot
183,RLbot
184,Standardbot
185,Standardbot
186,Standardbot
187,RLbot
188,Standardbot
189,RLbot
190,Standardbot
191,Standardbot
192,RLbot
193,Standardbot
194,RLbot
195,Standardbot
196,Standardbot
197,Standardbot
198,RLbot
199,Standardbot
200,Standardbot
201,Standardbot
202,Standardbot
203,Standardbot
204,RLbot
205,Standardbot
206,Standardbot
207,RLbot
208,Standardbot
209,Standardbot
210,Standardbot
211,Standardbot
212,RLbot
213,Standardbot
214,Standardbot
215,RLbot
216,Standardbot
217,Standardbot
218,Standardbot
219,RLbot
220,RLbot
221,Standardbot
222,RLbot
223,Standardbot
224,Standardbot
225,Standardbot
226,RLbot
