Round,Winner
0,RLbot
1,Standardbot
2,RLbot
3,RLbot
4,RLbot
5,RLbot
6,RLbot
7,RLbot
8,RLbot
9,RLbot
10,RLbot
11,RLbot
12,Standardbot
13,RLbot
14,Standardbot
15,RLbot
16,Standardbot
17,RLbot
18,RLbot
19,RLbot
20,RLbot
21,RLbot
22,Standardbot
23,RLbot
24,RLbot
25,Standardbot
26,RLbot
27,RLbot
28,Standardbot
29,RLbot
30,RLbot
31,Standardbot
32,RLbot
33,Standardbot
34,RLbot
35,RLbot
36,Standardbot
37,RLbot
38,RLbot
39,Standardbot
40,Standardbot
41,RLbot
42,Standardbot
43,RLbot
44,Standardbot
45,RLbot
46,Standardbot
47,RLbot
48,RLbot
49,RLbot
50,Standardbot
51,RLbot
52,RLbot
53,RLbot
54,Standardbot
55,RLbot
56,RLbot
57,RLbot
58,RLbot
59,RLbot
60,RLbot
61,RLbot
62,Standardbot
63,RLbot
64,Standardbot
65,RLbot
66,Standardbot
67,RLbot
68,Standardbot
69,RLbot
70,Standardbot
71,Standardbot
72,RLbot
73,Standardbot
74,Standardbot
75,Standardbot
76,Standardbot
77,RLbot
78,RLbot
79,RLbot
80,Standardbot
81,Standardbot
82,RLbot
83,RLbot
84,Standardbot
85,Standardbot
86,RLbot
87,Standardbot
88,RLbot
89,Standardbot
90,RLbot
91,RLbot
92,RLbot
93,Standardbot
94,RLbot
95,RLbot
96,RLbot
97,RLbot
98,RLbot
99,Standardbot
100,RLbot
101,RLbot
102,Standardbot
103,RLbot
104,Standardbot
105,RLbot
106,Standardbot
107,RLbot
108,RLbot
109,Standardbot
110,Standardbot
111,RLbot
112,Standardbot
113,RLbot
114,Standardbot
115,RLbot
116,RLbot
117,RLbot
118,RLbot
119,RLbot
120,Standardbot
121,RLbot
122,RLbot
123,Standardbot
124,RLbot
125,Standardbot
126,Standardbot
127,Standardbot
128,RLbot
129,RLbot
130,RLbot
131,Standardbot
132,RLbot
133,RLbot
134,RLbot
135,Standardbot
136,Standardbot
137,Standardbot
138,RLbot
