Round,Winner
139,RLbot
140,RLbot
141,RLbot
142,RLbot
143,RLbot
144,Standardbot
145,Standardbot
146,RLbot
147,Standardbot
148,RLbot
149,RLbot
150,Standardbot
151,Standardbot
152,Standardbot
153,Standardbot
154,RLbot
155,Standardbot
156,Standardbot
157,Standardbot
158,Standardbot
159,RLbot
160,Standardbot
161,RLbot
162,RLbot
163,RLbot
164,RLbot
165,RLbot
166,Standardbot
167,Standardbot
168,Standardbot
169,RLbot
170,RLbot
171,RLbot
172,Standardbot
173,RLbot
174,RLbot
175,Standardbot
176,Standardbot
177,RLbot
178,RLbot
179,RLbot
180,RLbot
181,RLbot
182,RLbot
183,RLbot
184,RLbot
185,Standardbot
186,RLbot
187,RLbot
188,Standardbot
189,RLbot
190,Standardbot
191,RLbot
192,RLbot
193,RLbot
194,Standardbot
195,RLbot
196,RLbot
197,RLbot
198,Standardbot
199,Standardbot
200,RLbot
201,RLbot
202,RLbot
203,RLbot
204,Standardbot
205,RLbot
206,Standardbot
207,Standardbot
208,RLbot
209,Standardbot
210,Standardbot
211,RLbot
212,RLbot
213,Standardbot
214,RLbot
215,Standardbot
216,RLbot
217,Standardbot
218,RLbot
219,RLbot
220,RLbot
221,Standardbot
222,RLbot
223,Standardbot
224,Standardbot
225,RLbot
226,Standardbot
227,RLbot
228,Standardbot
229,RLbot
230,RLbot
231,RLbot
232,RLbot
233,Standardbot
234,Standardbot
235,Standardbot
236,Standardbot
237,Standardbot
238,RLbot
239,Standardbot
240,Standardbot
241,RLbot
242,Standardbot
243,Standardbot
244,Standardbot
245,RLbot
246,Standardbot
247,Standardbot
248,Standardbot
249,Standardbot
250,Standardbot
251,RLbot
252,draw
253,Standardbot
254,Standardbot
255,RLbot
256,Standardbot
257,Standardbot
258,Standardbot
259,Standardbot
260,Standardbot
261,Standardbot
262,Standardbot
263,Standardbot
264,RLbot
265,Standardbot
266,Standardbot
267,Standardbot
268,Standardbot
269,RLbot
270,Standardbot
271,RLbot
272,Standardbot
273,Standardbot
274,RLbot
275,Standardbot
276,Standardbot
277,Standardbot
278,Standardbot
279,Standardbot
280,RLbot
281,Standardbot
282,RLbot
283,Standardbot
284,Standardbot
285,Standardbot
286,Standardbot
287,RLbot
288,Standardbot
289,Standardbot
290,Standardbot
291,Standardbot
292,Standardbot
293,RLbot
294,RLbot
295,RLbot
296,Standardbot
297,Standardbot
298,RLbot
299,RLbot
300,Standardbot
301,RLbot
302,Standardbot
303,RLbot
304,Standardbot
305,Standardbot
306,RLbot
307,RLbot
308,Standardbot
309,Standardbot
310,Standardbot
311,Standardbot
312,Standardbot
313,Standardbot
314,Standardbot
315,Standardbot
316,Standardbot
317,RLbot
318,Standardbot
319,Standardbot
320,Standardbot
321,Standardbot
322,Standardbot
323,Standardbot
324,Standardbot
325,Standardbot
326,RLbot
327,RLbot
328,Standardbot
329,RLbot
330,RLbot
331,RLbot
332,Standardbot
333,Standardbot
334,Standardbot
335,Standardbot
336,Standardbot
337,Standardbot
338,Standardbot
339,RLbot
340,Standardbot
341,Standardbot
342,Standardbot
343,Standardbot
344,Standardbot
345,Standardbot
346,Standardbot
347,RLbot
348,Standardbot
349,RLbot
350,RLbot
351,Standardbot
352,Standardbot
353,RLbot
354,Standardbot
355,Standardbot
356,RLbot
357,Standardbot
358,Standardbot
359,Standardbot
360,RLbot
361,RLbot
362,Standardbot
363,Standardbot
364,Standardbot
365,RLbot
366,Standardbot
367,Standardbot
368,Standardbot
369,Standardbot
370,Standardbot
371,Standardbot
372,Standardbot
373,Standardbot
374,Standardbot
375,Standardbot
376,Standardbot
377,Standardbot
378,Standardbot
379,RLbot
380,Standardbot
381,Standardbot
382,RLbot
383,Standardbot
384,Standardbot
385,RLbot
386,Standardbot
387,Standardbot
388,Standardbot
389,Standardbot
390,Standardbot
391,Standardbot
392,Standardbot
393,Standardbot
394,Standardbot
395,Standardbot
396,Standardbot
397,RLbot
398,RLbot
399,RLbot
400,Standardbot
401,Standardbot
402,Standardbot
403,Standardbot
404,RLbot
405,Standardbot
406,Standardbot
407,Standardbot
408,Standardbot
409,RLbot
410,Standardbot
411,Standardbot
412,Standardbot
413,Standardbot
414,Standardbot
415,Standardbot
416,Standardbot
417,Standardbot
418,Standardbot
419,Standardbot
420,Standardbot
421,Standardbot
422,Standardbot
423,Standardbot
424,Standardbot
425,Standardbot
426,Standardbot
427,Standardbot
428,Standardbot
429,Standardbot
430,Standardbot
431,Standardbot
432,Standardbot
433,Standardbot
434,Standardbot
435,Standardbot
436,Standardbot
437,Standardbot
438,RLbot
439,Standardbot
440,Standardbot
441,Standardbot
442,Standardbot
443,Standardbot
444,Standardbot
445,Standardbot
446,Standardbot
447,Standardbot
448,Standardbot
449,Standardbot
450,RLbot
451,Standardbot
452,Standardbot
453,Standardbot
454,Standardbot
455,RLbot
456,Standardbot
457,Standardbot
458,Standardbot
459,Standardbot
460,Standardbot
461,Standardbot
462,Standardbot
463,Standardbot
464,Standardbot
465,Standardbot
466,RLbot
467,Standardbot
468,RLbot
469,Standardbot
470,Standardbot
471,Standardbot
472,Standardbot
473,RLbot
474,Standardbot
475,Standardbot
476,Standardbot
477,RLbot
478,Standardbot
479,Standardbot
480,Standardbot
481,Standardbot
482,Standardbot
483,Standardbot
484,Standardbot
485,Standardbot
486,Standardbot
487,Standardbot
488,RLbot
489,Standardbot
490,Standardbot
491,Standardbot
492,RLbot
493,Standardbot
494,Standardbot
495,RLbot
496,Standardbot
497,Standardbot
498,Standardbot
499,Standardbot
