Round,Winner
0,RLbot
1,Standardbot
2,Standardbot
3,RLbot
4,Standardbot
5,Standardbot
6,Standardbot
7,Standardbot
8,RLbot
9,Standardbot
10,Standardbot
11,Standardbot
12,RLbot
13,Standardbot
14,Standardbot
15,RLbot
16,RLbot
17,Standardbot
18,Standardbot
19,Standardbot
20,Standardbot
21,RLbot
22,RLbot
23,RLbot
24,RLbot
25,RLbot
26,Standardbot
27,Standardbot
28,RLbot
29,Standardbot
30,Standardbot
31,Standardbot
32,Standardbot
33,Standardbot
34,RLbot
35,RLbot
36,Standardbot
37,Standardbot
38,RLbot
39,Standardbot
40,Standardbot
41,Standardbot
42,RLbot
43,Standardbot
44,RLbot
45,Standardbot
46,Standardbot
47,Standardbot
48,Standardbot
49,Standardbot
50,Standardbot
51,RLbot
52,Standardbot
53,RLbot
54,RLbot
55,RLbot
56,Standardbot
57,Standardbot
58,RLbot
59,RLbot
60,RLbot
61,Standardbot
62,Standardbot
63,Standardbot
64,Standardbot
65,Standardbot
66,RLbot
67,RLbot
68,Standardbot
69,Standardbot
70,RLbot
71,RLbot
72,Standardbot
73,Standardbot
74,Standardbot
75,Standardbot
76,RLbot
77,Standardbot
78,RLbot
79,Standardbot
80,Standardbot
81,Standardbot
82,Standardbot
83,RLbot
84,Standardbot
85,Standardbot
86,Standardbot
87,Standardbot
88,Standardbot
89,RLbot
90,RLbot
91,Standardbot
92,RLbot
93,RLbot
94,Standardbot
95,RLbot
96,RLbot
97,RLbot
98,RLbot
99,RLbot
100,RLbot
101,RLbot
102,Standardbot
103,RLbot
104,RLbot
105,Standardbot
106,RLbot
107,RLbot
108,Standardbot
109,Standardbot
110,Standardbot
111,RLbot
112,Standardbot
113,Standardbot
114,RLbot
115,Standardbot
116,RLbot
117,Standardbot
118,RLbot
119,Standardbot
120,Standardbot
121,Standardbot
122,Standardbot
123,RLbot
124,Standardbot
125,Standardbot
126,Standardbot
127,Standardbot
128,Standardbot
129,Standardbot
130,Standardbot
131,Standardbot
132,Standardbot
133,Standardbot
