Round,Winner
0,Standardbot
1,RLbot
2,Standardbot
3,Standardbot
4,RLbot
5,RLbot
6,Standardbot
7,RLbot
8,RLbot
9,Standardbot
10,Standardbot
11,RLbot
12,RLbot
13,Standardbot
14,RLbot
15,Standardbot
16,Standardbot
17,Standardbot
18,RLbot
19,RLbot
20,RLbot
21,Standardbot
22,Standardbot
23,Standardbot
24,Standardbot
25,RLbot
26,RLbot
27,RLbot
28,RLbot
29,Standardbot
30,Standardbot
31,Standardbot
32,Standardbot
33,Standardbot
34,RLbot
35,Standardbot
36,RLbot
37,Standardbot
38,RLbot
39,RLbot
40,RLbot
41,RLbot
42,Standardbot
43,RLbot
44,Standardbot
45,Standardbot
46,RLbot
47,RLbot
48,Standardbot
49,Standardbot
50,Standardbot
51,RLbot
52,Standardbot
53,RLbot
54,Standardbot
55,Standardbot
56,RLbot
57,RLbot
58,Standardbot
59,Standardbot
60,Standardbot
61,Standardbot
62,Standardbot
63,Standardbot
64,Standardbot
65,Standardbot
66,RLbot
67,Standardbot
68,Standardbot
69,RLbot
70,Standardbot
71,Standardbot
72,Standardbot
73,Standardbot
74,RLbot
75,Standardbot
76,Standardbot
77,Standardbot
78,Standardbot
79,Standardbot
80,RLbot
81,RLbot
82,Standardbot
83,RLbot
84,RLbot
85,RLbot
86,RLbot
87,Standardbot
88,RLbot
89,RLbot
90,Standardbot
91,RLbot
92,RLbot
93,RLbot
94,RLbot
95,Standardbot
96,Standardbot
97,RLbot
98,Standardbot
99,RLbot
100,RLbot
101,Standardbot
102,RLbot
103,Standardbot
104,RLbot
105,Standardbot
106,Standardbot
107,RLbot
108,Standardbot
109,Standardbot
110,Standardbot
111,RLbot
112,RLbot
113,Standardbot
114,RLbot
115,Standardbot
116,Standardbot
117,RLbot
118,Standardbot
119,RLbot
120,RLbot
121,Standardbot
122,RLbot
123,Standardbot
124,Standardbot
125,Standardbot
126,Standardbot
127,RLbot
128,Standardbot
129,RLbot
130,Standardbot
131,Standardbot
132,Standardbot
133,Standardbot
134,RLbot
135,Standardbot
136,Standardbot
137,RLbot
138,RLbot
139,RLbot
140,RLbot
141,Standardbot
142,Standardbot
143,Standardbot
144,Standardbot
145,Standardbot
146,RLbot
147,Standardbot
148,Standardbot
149,RLbot
150,Standardbot
151,Standardbot
152,RLbot
153,RLbot
154,Standardbot
155,RLbot
156,RLbot
157,RLbot
158,Standardbot
159,Standardbot
160,RLbot
161,Standardbot
162,Standardbot
163,Standardbot
164,Standardbot
165,Standardbot
166,Standardbot
167,Standardbot
168,RLbot
169,RLbot
170,Standardbot
171,Standardbot
172,Standardbot
173,RLbot
174,RLbot
175,Standardbot
176,RLbot
177,Standardbot
178,Standardbot
179,Standardbot
180,RLbot
181,RLbot
182,Standardbot
183,RLbot
184,Standardbot
185,RLbot
