Round,Winner
0,RLbot
1,RLbot
2,RLbot
3,RLbot
4,RLbot
5,RLbot
6,RLbot
7,RLbot
8,RLbot
9,RLbot
10,RLbot
11,RLbot
12,RLbot
13,Standardbot
14,RLbot
15,RLbot
16,RLbot
17,RLbot
18,RLbot
19,RLbot
20,RLbot
21,RLbot
22,RLbot
23,RLbot
24,RLbot
25,RLbot
26,Standardbot
27,RLbot
28,RLbot
29,RLbot
30,RLbot
31,RLbot
32,RLbot
33,RLbot
34,RLbot
35,RLbot
36,RLbot
37,RLbot
38,RLbot
39,RLbot
40,RLbot
41,RLbot
42,Standardbot
43,RLbot
44,RLbot
45,RLbot
46,RLbot
47,RLbot
48,RLbot
49,RLbot
50,Standardbot
51,RLbot
52,RLbot
53,RLbot
54,RLbot
55,RLbot
56,RLbot
57,RLbot
58,RLbot
59,RLbot
60,RLbot
61,RLbot
62,RLbot
63,RLbot
64,RLbot
65,RLbot
66,RLbot
67,RLbot
68,RLbot
69,RLbot
70,RLbot
71,RLbot
72,Standardbot
73,RLbot
74,RLbot
75,RLbot
76,RLbot
77,RLbot
78,RLbot
79,RLbot
80,RLbot
81,RLbot
82,RLbot
83,RLbot
84,RLbot
85,RLbot
86,RLbot
87,RLbot
88,RLbot
89,RLbot
90,RLbot
91,RLbot
92,RLbot
93,RLbot
94,RLbot
95,RLbot
96,RLbot
97,RLbot
98,RLbot
99,RLbot
100,RLbot
101,RLbot
102,RLbot
103,RLbot
104,RLbot
105,RLbot
106,RLbot
107,Standardbot
108,RLbot
109,RLbot
110,RLbot
111,RLbot
112,RLbot
113,RLbot
114,RLbot
115,RLbot
116,RLbot
117,RLbot
118,RLbot
119,RLbot
120,RLbot
121,RLbot
122,RLbot
123,RLbot
124,RLbot
125,Standardbot
126,RLbot
127,RLbot
128,RLbot
129,RLbot
130,RLbot
131,RLbot
132,RLbot
133,RLbot
134,RLbot
135,RLbot
136,RLbot
137,RLbot
138,RLbot
139,RLbot
140,RLbot
141,RLbot
142,Standardbot
143,RLbot
144,RLbot
145,RLbot
146,RLbot
147,RLbot
148,RLbot
149,RLbot
150,RLbot
151,Standardbot
152,RLbot
153,RLbot
154,RLbot
155,Standardbot
156,Standardbot
157,RLbot
158,RLbot
159,RLbot
160,Standardbot
161,RLbot
162,RLbot
163,RLbot
164,RLbot
165,Standardbot
166,Standardbot
167,Standardbot
168,Standardbot
169,Standardbot
170,Standardbot
171,RLbot
172,Standardbot
173,Standardbot
174,Standardbot
175,Standardbot
176,Standardbot
177,Standardbot
178,Standardbot
179,Standardbot
180,Standardbot
181,Standardbot
182,RLbot
183,Standardbot
184,Standardbot
185,Standardbot
186,RLbot
187,RLbot
188,Standardbot
189,Standardbot
190,Standardbot
191,Standardbot
192,Standardbot
193,RLbot
194,Standardbot
195,RLbot
196,RLbot
197,RLbot
198,RLbot
199,RLbot
200,RLbot
201,RLbot
202,Standardbot
203,Standardbot
204,Standardbot
205,Standardbot
206,Standardbot
207,Standardbot
208,Standardbot
209,RLbot
210,RLbot
211,Standardbot
212,RLbot
213,Standardbot
214,Standardbot
215,RLbot
216,RLbot
217,Standardbot
218,Standardbot
219,RLbot
220,RLbot
221,RLbot
222,Standardbot
223,RLbot
224,Standardbot
225,Standardbot
226,Standardbot
227,RLbot
228,RLbot
229,RLbot
230,RLbot
231,RLbot
232,RLbot
233,RLbot
234,Standardbot
235,Standardbot
236,RLbot
237,RLbot
238,Standardbot
239,Standardbot
240,Standardbot
241,Standardbot
242,Standardbot
243,Standardbot
244,Standardbot
245,Standardbot
246,Standardbot
247,RLbot
248,RLbot
249,RLbot
250,RLbot
251,Standardbot
252,RLbot
253,RLbot
254,Standardbot
255,Standardbot
256,Standardbot
257,Standardbot
258,RLbot
259,RLbot
260,Standardbot
261,Standardbot
262,Standardbot
263,Standardbot
264,Standardbot
265,Standardbot
266,RLbot
267,RLbot
268,RLbot
269,Standardbot
270,RLbot
271,RLbot
272,RLbot
273,Standardbot
274,Standardbot
275,RLbot
276,Standardbot
277,Standardbot
278,RLbot
279,RLbot
280,Standardbot
281,Standardbot
282,Standardbot
283,Standardbot
284,Standardbot
285,Standardbot
286,Standardbot
287,Standardbot
288,Standardbot
289,Standardbot
290,Standardbot
291,Standardbot
292,Standardbot
293,Standardbot
294,Standardbot
295,Standardbot
296,RLbot
297,RLbot
298,Standardbot
299,Standardbot
300,Standardbot
301,RLbot
302,RLbot
303,RLbot
304,RLbot
305,RLbot
306,RLbot
307,RLbot
308,Standardbot
309,Standardbot
310,Standardbot
311,RLbot
312,RLbot
313,RLbot
314,RLbot
315,Standardbot
316,RLbot
317,Standardbot
318,RLbot
319,Standardbot
320,Standardbot
321,Standardbot
322,Standardbot
323,Standardbot
324,RLbot
325,RLbot
326,RLbot
327,RLbot
328,Standardbot
329,Standardbot
330,Standardbot
331,Standardbot
332,Standardbot
333,RLbot
334,RLbot
335,RLbot
336,RLbot
337,RLbot
338,RLbot
339,Standardbot
340,Standardbot
341,Standardbot
342,Standardbot
343,Standardbot
344,Standardbot
345,RLbot
346,RLbot
347,RLbot
348,Standardbot
349,Standardbot
350,Standardbot
351,RLbot
352,Standardbot
353,RLbot
354,Standardbot
355,Standardbot
356,RLbot
357,RLbot
358,Standardbot
359,RLbot
360,Standardbot
361,Standardbot
362,RLbot
363,RLbot
364,RLbot
365,Standardbot
366,Standardbot
367,Standardbot
368,Standardbot
369,Standardbot
370,RLbot
371,Standardbot
372,RLbot
373,RLbot
374,RLbot
375,RLbot
376,Standardbot
377,Standardbot
378,Standardbot
379,Standardbot
380,Standardbot
381,Standardbot
382,Standardbot
383,Standardbot
384,Standardbot
385,Standardbot
386,Standardbot
387,Standardbot
388,Standardbot
389,Standardbot
390,Standardbot
391,Standardbot
392,RLbot
393,Standardbot
394,Standardbot
395,RLbot
396,RLbot
397,RLbot
398,Standardbot
