Round,Winner
0,RLbot
1,RLbot
2,RLbot
3,RLbot
4,RLbot
5,RLbot
6,RLbot
7,RLbot
8,RLbot
9,RLbot
10,RLbot
11,RLbot
12,RLbot
13,RLbot
14,RLbot
15,RLbot
16,RLbot
17,RLbot
18,RLbot
19,RLbot
20,RLbot
21,RLbot
22,Standardbot
23,RLbot
24,RLbot
25,RLbot
26,RLbot
27,RLbot
28,RLbot
29,RLbot
30,RLbot
31,RLbot
32,RLbot
33,RLbot
34,RLbot
35,RLbot
36,RLbot
37,RLbot
38,RLbot
39,RLbot
40,RLbot
41,RLbot
42,RLbot
43,RLbot
44,RLbot
45,RLbot
46,RLbot
47,RLbot
48,RLbot
49,RLbot
50,RLbot
51,RLbot
52,RLbot
53,RLbot
54,Standardbot
55,RLbot
56,RLbot
57,Standardbot
58,RLbot
59,RLbot
60,RLbot
61,RLbot
62,RLbot
63,RLbot
64,RLbot
65,RLbot
66,RLbot
67,RLbot
68,RLbot
69,RLbot
70,RLbot
71,RLbot
72,RLbot
73,RLbot
74,RLbot
75,RLbot
76,RLbot
77,RLbot
78,RLbot
79,RLbot
80,RLbot
81,RLbot
82,RLbot
83,RLbot
84,RLbot
85,RLbot
86,RLbot
87,RLbot
88,RLbot
89,RLbot
90,RLbot
91,RLbot
92,RLbot
93,RLbot
94,RLbot
95,RLbot
96,Standardbot
97,RLbot
98,RLbot
99,RLbot
100,RLbot
101,RLbot
102,RLbot
103,RLbot
104,Standardbot
105,RLbot
106,RLbot
107,RLbot
108,RLbot
109,Standardbot
110,RLbot
111,RLbot
112,RLbot
113,RLbot
114,RLbot
115,RLbot
116,RLbot
117,Standardbot
118,RLbot
119,RLbot
120,RLbot
121,RLbot
122,RLbot
123,RLbot
124,Standardbot
125,RLbot
126,RLbot
127,RLbot
128,RLbot
129,RLbot
130,Standardbot
131,Standardbot
132,RLbot
133,RLbot
134,RLbot
135,Standardbot
136,Standardbot
137,Standardbot
138,RLbot
139,RLbot
140,RLbot
141,Standardbot
142,RLbot
143,RLbot
144,Standardbot
145,Standardbot
146,RLbot
147,Standardbot
148,RLbot
149,Standardbot
150,RLbot
151,Standardbot
152,Standardbot
153,Standardbot
154,Standardbot
155,RLbot
156,RLbot
157,Standardbot
158,RLbot
159,RLbot
160,Standardbot
161,Standardbot
162,Standardbot
163,Standardbot
164,Standardbot
165,Standardbot
166,Standardbot
167,Standardbot
168,Standardbot
169,RLbot
170,Standardbot
171,Standardbot
172,Standardbot
173,Standardbot
174,Standardbot
175,Standardbot
176,Standardbot
177,Standardbot
178,Standardbot
179,Standardbot
180,Standardbot
181,Standardbot
182,Standardbot
183,RLbot
184,Standardbot
185,RLbot
186,Standardbot
187,Standardbot
188,RLbot
189,Standardbot
190,Standardbot
191,Standardbot
192,Standardbot
193,Standardbot
194,Standardbot
195,Standardbot
196,Standardbot
197,Standardbot
198,Standardbot
199,Standardbot
200,Standardbot
201,Standardbot
202,RLbot
203,Standardbot
204,Standardbot
205,RLbot
206,Standardbot
207,Standardbot
208,Standardbot
209,Standardbot
210,Standardbot
211,RLbot
212,Standardbot
213,RLbot
214,RLbot
215,RLbot
216,Standardbot
217,Standardbot
218,RLbot
219,Standardbot
220,Standardbot
221,Standardbot
222,Standardbot
223,Standardbot
224,Standardbot
225,RLbot
226,Standardbot
227,Standardbot
228,Standardbot
229,Standardbot
230,Standardbot
231,Standardbot
232,Standardbot
233,Standardbot
234,Standardbot
235,Standardbot
236,Standardbot
237,Standardbot
238,Standardbot
239,Standardbot
240,Standardbot
241,Standardbot
242,Standardbot
243,RLbot
244,Standardbot
245,Standardbot
246,RLbot
247,Standardbot
248,RLbot
249,RLbot
250,RLbot
251,Standardbot
252,RLbot
253,Standardbot
254,Standardbot
255,RLbot
256,Standardbot
257,Standardbot
258,RLbot
259,Standardbot
260,Standardbot
261,Standardbot
262,RLbot
263,Standardbot
264,Standardbot
265,Standardbot
266,Standardbot
267,Standardbot
268,RLbot
269,RLbot
270,RLbot
271,Standardbot
272,Standardbot
273,Standardbot
274,Standardbot
275,RLbot
276,RLbot
277,Standardbot
278,RLbot
279,Standardbot
280,Standardbot
281,Standardbot
282,Standardbot
283,Standardbot
284,Standardbot
285,RLbot
286,RLbot
287,RLbot
288,RLbot
289,Standardbot
290,Standardbot
291,Standardbot
292,Standardbot
293,RLbot
294,Standardbot
295,Standardbot
296,Standardbot
297,Standardbot
298,Standardbot
299,Standardbot
300,Standardbot
301,Standardbot
302,Standardbot
303,Standardbot
304,Standardbot
305,Standardbot
306,Standardbot
307,Standardbot
308,Standardbot
309,Standardbot
310,Standardbot
311,Standardbot
312,Standardbot
313,RLbot
314,RLbot
315,RLbot
316,RLbot
317,Standardbot
318,Standardbot
319,Standardbot
320,RLbot
321,Standardbot
322,Standardbot
323,Standardbot
324,RLbot
325,Standardbot
326,Standardbot
327,RLbot
328,Standardbot
329,RLbot
330,Standardbot
331,Standardbot
332,Standardbot
333,Standardbot
334,RLbot
335,Standardbot
336,Standardbot
337,Standardbot
338,Standardbot
339,Standardbot
340,Standardbot
341,Standardbot
342,RLbot
343,RLbot
344,RLbot
345,Standardbot
346,RLbot
347,RLbot
348,RLbot
349,RLbot
350,RLbot
351,RLbot
352,RLbot
353,RLbot
354,Standardbot
355,Standardbot
356,RLbot
357,Standardbot
358,Standardbot
359,Standardbot
360,Standardbot
361,Standardbot
362,Standardbot
363,Standardbot
364,Standardbot
365,Standardbot
366,Standardbot
367,Standardbot
368,RLbot
369,RLbot
370,Standardbot
371,Standardbot
372,Standardbot
373,Standardbot
374,RLbot
375,RLbot
376,RLbot
377,RLbot
378,RLbot
379,Standardbot
380,Standardbot
381,Standardbot
382,RLbot
383,Standardbot
384,RLbot
385,RLbot
386,Standardbot
387,Standardbot
388,Standardbot
389,RLbot
390,Standardbot
391,Standardbot
392,RLbot
393,Standardbot
