Round,Winner
394,RLbot
395,Standardbot
396,Standardbot
397,Standardbot
398,Standardbot
399,RLbot
400,Standardbot
401,Standardbot
402,Standardbot
403,Standardbot
404,Standardbot
405,Standardbot
406,Standardbot
407,Standardbot
408,Standardbot
409,Standardbot
410,RLbot
411,Standardbot
412,RLbot
413,Standardbot
414,RLbot
415,Standardbot
416,Standardbot
417,Standardbot
418,Standardbot
419,Standardbot
420,Standardbot
421,Standardbot
422,Standardbot
423,Standardbot
424,Standardbot
425,Standardbot
426,RLbot
427,Standardbot
428,RLbot
429,Standardbot
430,Standardbot
431,Standardbot
432,Standardbot
433,RLbot
434,RLbot
435,RLbot
436,RLbot
437,RLbot
438,Standardbot
439,Standardbot
440,Standardbot
441,Standardbot
442,RLbot
443,Standardbot
444,Standardbot
445,Standardbot
446,Standardbot
447,Standardbot
448,RLbot
449,Standardbot
450,RLbot
451,RLbot
452,Standardbot
453,Standardbot
454,Standardbot
455,Standardbot
456,Standardbot
457,Standardbot
458,RLbot
459,Standardbot
460,RLbot
461,Standardbot
462,Standardbot
463,Standardbot
464,Standardbot
465,Standardbot
466,RLbot
467,RLbot
468,RLbot
469,Standardbot
470,Standardbot
471,Standardbot
472,Standardbot
473,Standardbot
474,Standardbot
475,Standardbot
476,Standardbot
477,Standardbot
478,Standardbot
479,Standardbot
480,Standardbot
481,Standardbot
482,RLbot
483,Standardbot
484,Standardbot
485,Standardbot
486,Standardbot
487,Standardbot
488,Standardbot
489,Standardbot
490,Standardbot
491,Standardbot
492,Standardbot
493,Standardbot
494,Standardbot
495,Standardbot
496,Standardbot
497,Standardbot
498,Standardbot
499,Standardbot
