Round,Winner
0,RLbot
1,RLbot
2,RLbot
3,RLbot
4,RLbot
5,RLbot
6,RLbot
7,RLbot
8,RLbot
9,RLbot
10,RLbot
11,Standardbot
12,Standardbot
13,Standardbot
14,Standardbot
15,RLbot
16,RLbot
17,RLbot
18,RLbot
19,RLbot
20,RLbot
21,RLbot
22,RLbot
23,RLbot
24,RLbot
25,RLbot
26,RLbot
27,Standardbot
28,Standardbot
29,Standardbot
30,RLbot
31,RLbot
32,Standardbot
33,RLbot
34,RLbot
35,Standardbot
36,RLbot
37,Standardbot
38,Standardbot
39,Standardbot
40,RLbot
41,Standardbot
42,RLbot
43,RLbot
44,RLbot
45,RLbot
46,Standardbot
47,RLbot
48,RLbot
49,RLbot
50,RLbot
51,Standardbot
52,RLbot
53,RLbot
54,RLbot
55,Standardbot
56,RLbot
57,RLbot
58,RLbot
59,RLbot
60,RLbot
61,RLbot
62,RLbot
63,RLbot
64,RLbot
65,RLbot
66,RLbot
67,RLbot
68,RLbot
69,Standardbot
70,RLbot
71,RLbot
72,RLbot
73,Standardbot
74,RLbot
75,RLbot
76,RLbot
77,RLbot
78,RLbot
79,RLbot
80,RLbot
81,RLbot
82,RLbot
83,RLbot
84,RLbot
85,RLbot
86,RLbot
87,RLbot
88,RLbot
89,RLbot
90,RLbot
91,Standardbot
92,Standardbot
93,RLbot
94,RLbot
95,RLbot
96,RLbot
97,RLbot
98,RLbot
99,RLbot
100,RLbot
101,RLbot
102,RLbot
103,Standardbot
104,Standardbot
105,RLbot
106,RLbot
107,RLbot
108,RLbot
109,Standardbot
110,Standardbot
111,Standardbot
112,Standardbot
113,Standardbot
114,RLbot
115,RLbot
116,RLbot
117,RLbot
118,Standardbot
119,Standardbot
120,Standardbot
121,Standardbot
122,Standardbot
123,RLbot
124,RLbot
125,Standardbot
126,Standardbot
127,Standardbot
128,Standardbot
129,Standardbot
130,Standardbot
131,RLbot
132,Standardbot
133,RLbot
134,Standardbot
135,RLbot
136,RLbot
137,Standardbot
138,Standardbot
139,RLbot
140,Standardbot
141,Standardbot
142,Standardbot
143,Standardbot
144,Standardbot
145,RLbot
146,Standardbot
147,RLbot
148,Standardbot
149,RLbot
150,Standardbot
151,Standardbot
152,Standardbot
153,Standardbot
154,RLbot
155,RLbot
156,RLbot
157,RLbot
158,RLbot
159,RLbot
160,RLbot
161,RLbot
162,Standardbot
163,RLbot
164,Standardbot
165,RLbot
166,Standardbot
167,RLbot
168,RLbot
169,Standardbot
170,RLbot
171,Standardbot
172,Standardbot
173,RLbot
174,Standardbot
175,RLbot
176,RLbot
177,RLbot
178,Standardbot
179,RLbot
180,Standardbot
181,Standardbot
182,RLbot
183,RLbot
184,RLbot
185,RLbot
186,Standardbot
187,RLbot
188,Standardbot
189,RLbot
190,RLbot
191,RLbot
192,Standardbot
193,RLbot
194,RLbot
195,Standardbot
196,Standardbot
197,RLbot
198,Standardbot
199,RLbot
200,RLbot
201,Standardbot
202,RLbot
203,RLbot
204,RLbot
205,RLbot
206,RLbot
207,RLbot
208,Standardbot
209,Standardbot
210,RLbot
211,RLbot
212,RLbot
213,RLbot
214,RLbot
215,Standardbot
216,Standardbot
217,Standardbot
218,RLbot
219,RLbot
220,Standardbot
221,Standardbot
222,Standardbot
223,Standardbot
224,RLbot
225,RLbot
226,RLbot
227,RLbot
228,RLbot
229,RLbot
230,RLbot
231,RLbot
232,RLbot
233,Standardbot
234,Standardbot
235,Standardbot
236,RLbot
237,RLbot
238,RLbot
239,RLbot
240,RLbot
241,RLbot
242,Standardbot
243,Standardbot
244,RLbot
245,Standardbot
246,RLbot
247,RLbot
248,Standardbot
249,Standardbot
250,Standardbot
251,RLbot
252,Standardbot
253,Standardbot
254,Standardbot
255,Standardbot
256,RLbot
257,Standardbot
258,Standardbot
259,RLbot
260,Standardbot
261,RLbot
262,RLbot
263,RLbot
264,RLbot
265,RLbot
266,Standardbot
267,Standardbot
268,Standardbot
269,RLbot
270,Standardbot
271,RLbot
272,RLbot
273,Standardbot
274,Standardbot
275,Standardbot
276,RLbot
277,RLbot
278,Standardbot
279,Standardbot
280,RLbot
281,RLbot
282,RLbot
283,RLbot
284,Standardbot
285,Standardbot
286,Standardbot
287,Standardbot
288,Standardbot
289,Standardbot
290,Standardbot
291,RLbot
292,Standardbot
293,RLbot
294,Standardbot
295,Standardbot
296,Standardbot
297,Standardbot
298,Standardbot
299,RLbot
300,RLbot
301,Standardbot
302,Standardbot
303,RLbot
304,RLbot
305,RLbot
306,RLbot
307,Standardbot
308,Standardbot
309,Standardbot
310,Standardbot
311,RLbot
312,Standardbot
313,Standardbot
314,Standardbot
315,Standardbot
316,RLbot
317,Standardbot
318,Standardbot
319,Standardbot
320,RLbot
321,RLbot
322,Standardbot
323,Standardbot
324,Standardbot
325,Standardbot
326,Standardbot
327,RLbot
328,RLbot
329,RLbot
330,RLbot
331,RLbot
332,Standardbot
333,Standardbot
334,RLbot
335,Standardbot
336,RLbot
337,RLbot
338,Standardbot
339,RLbot
340,Standardbot
341,RLbot
342,RLbot
343,Standardbot
344,RLbot
345,RLbot
346,RLbot
347,RLbot
348,Standardbot
349,RLbot
350,Standardbot
351,Standardbot
352,RLbot
353,Standardbot
354,Standardbot
355,Standardbot
356,Standardbot
357,RLbot
358,Standardbot
359,RLbot
360,RLbot
361,RLbot
362,Standardbot
363,RLbot
364,RLbot
365,RLbot
366,Standardbot
367,RLbot
368,Standardbot
369,Standardbot
370,Standardbot
371,RLbot
372,Standardbot
373,Standardbot
374,RLbot
375,RLbot
376,Standardbot
377,RLbot
378,RLbot
379,RLbot
380,Standardbot
381,RLbot
382,RLbot
383,RLbot
384,RLbot
385,Standardbot
386,Standardbot
387,RLbot
388,RLbot
389,Standardbot
390,RLbot
391,RLbot
392,Standardbot
393,RLbot
394,Standardbot
395,Standardbot
396,RLbot
397,RLbot
