Round,Winner
0,Standardbot
1,RLbot
2,Standardbot
3,RLbot
4,RLbot
5,RLbot
6,RLbot
7,RLbot
8,RLbot
9,RLbot
10,RLbot
11,RLbot
12,RLbot
13,RLbot
14,RLbot
15,RLbot
16,RLbot
17,RLbot
18,RLbot
19,RLbot
20,Standardbot
21,RLbot
22,RLbot
23,RLbot
24,RLbot
25,RLbot
26,RLbot
27,RLbot
28,RLbot
29,RLbot
30,RLbot
31,RLbot
32,RLbot
33,RLbot
34,Standardbot
35,RLbot
36,RLbot
37,RLbot
38,RLbot
39,RLbot
40,RLbot
41,RLbot
42,RLbot
43,RLbot
44,RLbot
45,RLbot
46,RLbot
47,RLbot
48,RLbot
49,RLbot
50,RLbot
51,RLbot
52,RLbot
53,RLbot
54,RLbot
55,RLbot
56,RLbot
57,RLbot
58,RLbot
59,RLbot
60,RLbot
61,RLbot
62,RLbot
63,RLbot
64,RLbot
65,RLbot
66,RLbot
67,RLbot
68,RLbot
69,RLbot
70,RLbot
71,RLbot
72,RLbot
73,RLbot
74,RLbot
75,RLbot
76,RLbot
77,RLbot
78,RLbot
79,RLbot
80,RLbot
81,RLbot
82,RLbot
83,RLbot
84,RLbot
85,RLbot
86,RLbot
87,RLbot
88,RLbot
89,RLbot
90,Standardbot
91,RLbot
92,RLbot
93,RLbot
94,RLbot
95,RLbot
96,RLbot
97,RLbot
98,RLbot
99,RLbot
100,RLbot
101,RLbot
102,RLbot
103,RLbot
104,RLbot
105,RLbot
106,RLbot
107,RLbot
108,RLbot
109,RLbot
110,RLbot
111,RLbot
112,RLbot
113,RLbot
114,RLbot
115,RLbot
116,RLbot
117,RLbot
118,RLbot
119,RLbot
120,RLbot
121,RLbot
122,Standardbot
123,RLbot
124,RLbot
125,Standardbot
126,Standardbot
127,Standardbot
128,RLbot
129,RLbot
130,RLbot
131,RLbot
132,RLbot
133,RLbot
134,RLbot
135,RLbot
136,Standardbot
137,Standardbot
138,Standardbot
139,RLbot
140,Standardbot
141,Standardbot
142,Standardbot
143,RLbot
144,RLbot
145,RLbot
146,Standardbot
147,Standardbot
148,Standardbot
149,RLbot
150,Standardbot
151,Standardbot
152,Standardbot
153,RLbot
154,RLbot
155,RLbot
156,Standardbot
157,Standardbot
158,Standardbot
159,Standardbot
160,RLbot
161,RLbot
162,RLbot
163,Standardbot
164,Standardbot
165,Standardbot
166,Standardbot
167,Standardbot
168,Standardbot
169,RLbot
170,Standardbot
171,Standardbot
172,Standardbot
173,Standardbot
174,RLbot
175,RLbot
176,RLbot
177,Standardbot
178,Standardbot
179,Standardbot
180,RLbot
181,RLbot
182,Standardbot
183,Standardbot
184,RLbot
185,RLbot
186,RLbot
187,RLbot
188,RLbot
189,Standardbot
190,Standardbot
191,RLbot
192,RLbot
193,RLbot
194,RLbot
