Round,Winner
0,RLbot
1,RLbot
2,Standardbot
3,RLbot
4,Standardbot
5,RLbot
6,RLbot
7,RLbot
8,RLbot
9,RLbot
10,RLbot
11,RLbot
12,RLbot
13,RLbot
14,RLbot
15,RLbot
16,Standardbot
17,RLbot
18,RLbot
19,RLbot
20,RLbot
21,RLbot
22,RLbot
23,Standardbot
24,RLbot
25,RLbot
26,Standardbot
27,RLbot
28,Standardbot
29,Standardbot
30,RLbot
31,RLbot
32,Standardbot
33,Standardbot
34,Standardbot
35,RLbot
36,Standardbot
37,Standardbot
38,RLbot
39,Standardbot
40,RLbot
41,RLbot
42,Standardbot
43,RLbot
44,RLbot
45,RLbot
46,RLbot
47,RLbot
48,Standardbot
49,Standardbot
50,RLbot
51,RLbot
52,Standardbot
53,RLbot
54,RLbot
55,Standardbot
56,Standardbot
57,RLbot
58,Standardbot
59,RLbot
60,Standardbot
61,RLbot
62,RLbot
63,RLbot
64,RLbot
65,RLbot
66,Standardbot
67,RLbot
68,RLbot
69,RLbot
70,RLbot
71,RLbot
72,Standardbot
73,Standardbot
74,RLbot
75,Standardbot
76,RLbot
77,Standardbot
78,RLbot
79,Standardbot
80,RLbot
81,Standardbot
82,RLbot
83,Standardbot
84,RLbot
85,Standardbot
86,RLbot
87,Standardbot
88,RLbot
89,Standardbot
90,Standardbot
91,RLbot
92,Standardbot
93,RLbot
94,RLbot
95,Standardbot
96,RLbot
97,Standardbot
98,RLbot
99,RLbot
100,Standardbot
101,RLbot
102,Standardbot
103,RLbot
104,Standardbot
105,RLbot
106,RLbot
107,Standardbot
108,Standardbot
109,Standardbot
110,RLbot
111,Standardbot
112,RLbot
113,Standardbot
114,RLbot
115,Standardbot
116,Standardbot
117,RLbot
118,Standardbot
119,RLbot
120,Standardbot
121,Standardbot
122,RLbot
123,Standardbot
124,RLbot
125,Standardbot
126,RLbot
127,RLbot
128,Standardbot
129,Standardbot
130,Standardbot
131,RLbot
132,Standardbot
133,RLbot
134,RLbot
135,RLbot
136,RLbot
137,Standardbot
138,Standardbot
139,RLbot
140,Standardbot
141,RLbot
142,RLbot
143,Standardbot
144,Standardbot
145,RLbot
146,RLbot
147,RLbot
148,RLbot
149,RLbot
150,Standardbot
151,Standardbot
152,Standardbot
153,Standardbot
154,Standardbot
155,RLbot
156,Standardbot
157,Standardbot
158,Standardbot
159,RLbot
160,Standardbot
161,Standardbot
162,RLbot
163,RLbot
164,Standardbot
165,RLbot
166,Standardbot
167,RLbot
168,RLbot
169,Standardbot
170,Standardbot
171,RLbot
172,RLbot
173,Standardbot
174,RLbot
175,Standardbot
176,RLbot
177,Standardbot
178,RLbot
179,RLbot
180,Standardbot
181,RLbot
182,RLbot
183,Standardbot
184,RLbot
185,Standardbot
186,Standardbot
187,Standardbot
188,Standardbot
189,Standardbot
190,Standardbot
191,RLbot
192,Standardbot
193,Standardbot
194,Standardbot
195,Standardbot
196,Standardbot
197,Standardbot
198,RLbot
199,RLbot
200,Standardbot
201,Standardbot
202,RLbot
203,Standardbot
204,Standardbot
205,Standardbot
206,Standardbot
207,RLbot
208,RLbot
209,Standardbot
210,RLbot
211,Standardbot
212,Standardbot
213,Standardbot
214,Standardbot
215,RLbot
216,Standardbot
217,Standardbot
218,Standardbot
219,Standardbot
220,Standardbot
221,RLbot
222,RLbot
223,Standardbot
224,Standardbot
225,Standardbot
226,Standardbot
227,Standardbot
228,Standardbot
229,Standardbot
230,Standardbot
231,Standardbot
232,Standardbot
233,Standardbot
234,Standardbot
235,RLbot
236,Standardbot
237,Standardbot
238,Standardbot
239,Standardbot
240,RLbot
241,Standardbot
242,Standardbot
243,Standardbot
244,Standardbot
245,Standardbot
246,Standardbot
247,Standardbot
248,Standardbot
249,Standardbot
250,Standardbot
251,Standardbot
252,RLbot
253,RLbot
254,Standardbot
255,Standardbot
256,Standardbot
257,Standardbot
258,Standardbot
259,Standardbot
260,Standardbot
261,Standardbot
262,Standardbot
263,Standardbot
264,Standardbot
265,Standardbot
266,Standardbot
267,RLbot
268,Standardbot
269,Standardbot
270,Standardbot
271,Standardbot
272,Standardbot
273,Standardbot
274,Standardbot
275,RLbot
276,Standardbot
277,Standardbot
278,Standardbot
279,Standardbot
280,Standardbot
281,Standardbot
282,RLbot
283,Standardbot
284,Standardbot
285,Standardbot
286,Standardbot
287,Standardbot
288,Standardbot
289,Standardbot
290,RLbot
291,Standardbot
292,Standardbot
293,RLbot
294,RLbot
295,Standardbot
296,Standardbot
297,Standardbot
298,Standardbot
299,Standardbot
300,Standardbot
301,Standardbot
302,RLbot
303,Standardbot
304,Standardbot
305,Standardbot
306,RLbot
307,Standardbot
308,Standardbot
309,Standardbot
310,Standardbot
311,RLbot
312,Standardbot
313,Standardbot
314,Standardbot
315,Standardbot
316,Standardbot
317,Standardbot
318,Standardbot
319,Standardbot
320,Standardbot
321,RLbot
322,Standardbot
323,Standardbot
324,Standardbot
325,Standardbot
326,Standardbot
327,RLbot
328,Standardbot
329,Standardbot
330,Standardbot
331,Standardbot
332,Standardbot
333,Standardbot
334,Standardbot
335,Standardbot
336,Standardbot
337,Standardbot
338,Standardbot
339,Standardbot
340,Standardbot
341,RLbot
342,Standardbot
343,Standardbot
344,Standardbot
345,Standardbot
346,RLbot
347,Standardbot
348,Standardbot
349,Standardbot
350,Standardbot
351,Standardbot
352,Standardbot
353,Standardbot
354,Standardbot
355,Standardbot
356,Standardbot
357,Standardbot
358,Standardbot
359,Standardbot
360,Standardbot
361,Standardbot
362,RLbot
363,Standardbot
364,Standardbot
365,Standardbot
366,Standardbot
367,Standardbot
368,Standardbot
369,Standardbot
370,Standardbot
371,RLbot
372,Standardbot
373,Standardbot
374,RLbot
375,Standardbot
376,Standardbot
377,Standardbot
378,Standardbot
379,RLbot
380,Standardbot
381,Standardbot
382,Standardbot
383,Standardbot
384,Standardbot
385,Standardbot
