Round,Winner
0,RLbot
1,RLbot
2,RLbot
3,Standardbot
4,RLbot
5,RLbot
6,RLbot
7,Standardbot
8,RLbot
9,RLbot
10,Standardbot
11,RLbot
12,RLbot
13,Standardbot
14,Standardbot
15,Standardbot
16,RLbot
17,Standardbot
18,RLbot
19,Standardbot
20,RLbot
21,Standardbot
22,RLbot
23,RLbot
24,Standardbot
25,Standardbot
26,RLbot
27,Standardbot
28,Standardbot
29,RLbot
30,RLbot
31,Standardbot
32,Standardbot
33,Standardbot
34,Standardbot
35,Standardbot
36,Standardbot
37,Standardbot
38,Standardbot
39,Standardbot
40,RLbot
41,RLbot
42,Standardbot
43,Standardbot
44,Standardbot
45,RLbot
46,Standardbot
47,Standardbot
48,RLbot
49,Standardbot
50,RLbot
51,RLbot
52,RLbot
53,RLbot
54,RLbot
55,RLbot
56,RLbot
57,Standardbot
58,Standardbot
59,RLbot
60,RLbot
61,Standardbot
62,Standardbot
63,RLbot
64,Standardbot
65,RLbot
66,RLbot
67,Standardbot
68,Standardbot
69,RLbot
70,Standardbot
71,RLbot
72,Standardbot
73,RLbot
74,RLbot
75,Standardbot
76,Standardbot
77,RLbot
78,Standardbot
79,RLbot
80,Standardbot
81,RLbot
82,Standardbot
83,Standardbot
84,Standardbot
85,Standardbot
86,RLbot
87,Standardbot
88,RLbot
89,Standardbot
90,RLbot
91,Standardbot
92,RLbot
93,Standardbot
94,RLbot
95,RLbot
96,Standardbot
97,Standardbot
98,RLbot
99,RLbot
100,Standardbot
101,RLbot
102,RLbot
103,Standardbot
104,Standardbot
105,Standardbot
106,RLbot
107,Standardbot
108,Standardbot
109,RLbot
110,Standardbot
111,RLbot
112,Standardbot
113,RLbot
114,RLbot
115,RLbot
116,Standardbot
117,RLbot
118,Standardbot
119,RLbot
120,Standardbot
121,Standardbot
122,RLbot
123,Standardbot
124,Standardbot
125,Standardbot
126,Standardbot
127,Standardbot
128,RLbot
129,Standardbot
130,RLbot
131,Standardbot
132,RLbot
133,Standardbot
134,RLbot
135,Standardbot
136,RLbot
137,RLbot
138,Standardbot
139,Standardbot
140,RLbot
141,RLbot
142,Standardbot
143,RLbot
144,RLbot
145,RLbot
146,Standardbot
147,RLbot
148,Standardbot
149,Standardbot
150,Standardbot
151,Standardbot
152,Standardbot
153,RLbot
154,RLbot
155,Standardbot
156,Standardbot
157,RLbot
158,RLbot
159,Standardbot
160,RLbot
161,RLbot
162,RLbot
163,RLbot
164,RLbot
165,RLbot
166,RLbot
167,RLbot
168,RLbot
169,RLbot
170,RLbot
171,RLbot
172,Standardbot
173,RLbot
174,RLbot
175,RLbot
176,RLbot
177,RLbot
178,Standardbot
179,RLbot
180,RLbot
181,RLbot
182,RLbot
183,RLbot
184,RLbot
185,RLbot
186,RLbot
187,RLbot
188,RLbot
189,RLbot
190,RLbot
191,Standardbot
192,RLbot
193,RLbot
194,Standardbot
195,RLbot
196,RLbot
197,Standardbot
198,RLbot
199,Standardbot
200,RLbot
201,Standardbot
202,RLbot
203,Standardbot
204,Standardbot
205,Standardbot
206,Standardbot
207,RLbot
208,Standardbot
209,Standardbot
210,RLbot
211,Standardbot
212,RLbot
213,Standardbot
214,RLbot
215,Standardbot
216,RLbot
217,RLbot
218,RLbot
219,RLbot
220,Standardbot
221,Standardbot
222,RLbot
223,Standardbot
224,Standardbot
225,Standardbot
226,Standardbot
227,RLbot
228,Standardbot
229,Standardbot
230,Standardbot
231,Standardbot
232,RLbot
233,RLbot
234,Standardbot
235,RLbot
236,Standardbot
237,Standardbot
238,Standardbot
239,RLbot
240,Standardbot
241,RLbot
242,Standardbot
243,Standardbot
244,Standardbot
245,Standardbot
246,RLbot
247,Standardbot
248,Standardbot
249,RLbot
250,Standardbot
251,RLbot
252,Standardbot
253,Standardbot
254,RLbot
255,Standardbot
256,Standardbot
257,Standardbot
258,Standardbot
259,Standardbot
260,Standardbot
261,Standardbot
262,RLbot
263,Standardbot
264,Standardbot
265,RLbot
266,RLbot
267,Standardbot
268,Standardbot
269,Standardbot
270,RLbot
271,Standardbot
272,Standardbot
273,Standardbot
274,Standardbot
275,RLbot
276,RLbot
277,RLbot
278,RLbot
279,Standardbot
280,Standardbot
281,Standardbot
282,Standardbot
283,RLbot
284,Standardbot
285,Standardbot
286,Standardbot
287,Standardbot
288,Standardbot
289,RLbot
290,Standardbot
291,RLbot
292,Standardbot
293,Standardbot
294,Standardbot
295,RLbot
296,Standardbot
297,Standardbot
298,Standardbot
299,Standardbot
300,RLbot
301,Standardbot
302,Standardbot
303,Standardbot
304,Standardbot
305,Standardbot
306,Standardbot
307,RLbot
308,Standardbot
309,Standardbot
310,Standardbot
311,Standardbot
312,RLbot
313,Standardbot
314,RLbot
315,Standardbot
316,Standardbot
317,Standardbot
318,Standardbot
319,Standardbot
320,Standardbot
321,Standardbot
322,RLbot
323,Standardbot
324,Standardbot
325,Standardbot
326,Standardbot
327,Standardbot
328,Standardbot
329,Standardbot
330,Standardbot
331,Standardbot
332,Standardbot
333,Standardbot
334,Standardbot
335,RLbot
336,Standardbot
337,Standardbot
338,Standardbot
339,Standardbot
340,Standardbot
341,Standardbot
342,Standardbot
343,Standardbot
344,Standardbot
345,Standardbot
346,RLbot
347,Standardbot
348,Standardbot
349,Standardbot
350,Standardbot
351,Standardbot
352,Standardbot
353,Standardbot
354,Standardbot
355,Standardbot
356,Standardbot
357,Standardbot
358,Standardbot
359,Standardbot
360,RLbot
361,Standardbot
362,Standardbot
363,Standardbot
364,Standardbot
365,Standardbot
366,Standardbot
367,Standardbot
368,Standardbot
369,Standardbot
370,RLbot
371,Standardbot
372,Standardbot
373,Standardbot
374,Standardbot
375,Standardbot
376,RLbot
377,Standardbot
378,Standardbot
379,Standardbot
380,Standardbot
381,RLbot
382,RLbot
383,Standardbot
384,Standardbot
385,Standardbot
386,Standardbot
387,Standardbot
