Round,Winner
0,RLbot
1,Standardbot
2,Standardbot
3,Standardbot
4,RLbot
5,Standardbot
6,RLbot
7,RLbot
8,Standardbot
9,Standardbot
10,Standardbot
11,Standardbot
12,RLbot
13,RLbot
14,RLbot
15,RLbot
16,RLbot
17,RLbot
18,RLbot
19,Standardbot
20,RLbot
21,Standardbot
22,RLbot
23,RLbot
24,Standardbot
25,Standardbot
26,RLbot
27,RLbot
28,RLbot
29,RLbot
30,Standardbot
31,RLbot
32,Standardbot
33,RLbot
34,RLbot
35,RLbot
36,RLbot
37,Standardbot
38,RLbot
39,RLbot
40,RLbot
41,RLbot
42,RLbot
43,RLbot
44,RLbot
45,RLbot
46,RLbot
47,Standardbot
48,RLbot
49,RLbot
50,RLbot
51,Standardbot
52,RLbot
53,RLbot
54,Standardbot
55,RLbot
56,Standardbot
57,RLbot
58,Standardbot
59,Standardbot
60,RLbot
61,Standardbot
62,RLbot
63,RLbot
64,RLbot
65,Standardbot
66,RLbot
67,Standardbot
68,RLbot
69,Standardbot
70,Standardbot
71,Standardbot
72,RLbot
73,RLbot
74,RLbot
75,RLbot
76,Standardbot
77,Standardbot
78,RLbot
79,Standardbot
80,RLbot
81,Standardbot
82,Standardbot
83,RLbot
84,Standardbot
85,Standardbot
86,Standardbot
87,RLbot
88,RLbot
89,Standardbot
90,Standardbot
91,RLbot
92,Standardbot
93,Standardbot
94,Standardbot
95,RLbot
96,Standardbot
97,RLbot
98,Standardbot
99,Standardbot
100,RLbot
101,Standardbot
102,Standardbot
103,RLbot
104,RLbot
105,Standardbot
106,RLbot
107,RLbot
108,Standardbot
109,Standardbot
110,RLbot
111,Standardbot
112,Standardbot
113,RLbot
114,Standardbot
115,Standardbot
116,RLbot
117,RLbot
118,Standardbot
119,Standardbot
120,RLbot
121,Standardbot
122,RLbot
123,RLbot
124,Standardbot
125,Standardbot
126,RLbot
127,Standardbot
128,Standardbot
129,Standardbot
130,RLbot
131,Standardbot
132,RLbot
133,Standardbot
134,Standardbot
135,Standardbot
136,RLbot
